,Customer_name,Description,Material Group,Invoice_Quantity,Unit_Weight(Grams),Part_Size,Net_Weight(KG),Sales_Amount_(INR),Material_Cost,Sales_Person,Sub_Group,Sub_Group_Description,clusters,Clus_kmeans,sil_width
586,FAIRDEAL ENTERPRISES,HHS M10X25 GR 10.9 BLACK*,HEX HEAD,2000,23.21,Medium,46.42,8077.2,8260,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,8,0,0.807957811
587,S.S. Trading Corporation,HHS M10X25 GR 10.9 BLACK*,HEX HEAD,2000,23.21,Medium,46.42,8077.2,8260,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,8,0,0.807957811
588,GREENTECH INDUSTRIES INDIA PVT LTD,SOCKET PLUG M12 X 1.5 -6h ZTVWP *,SPL,447,10.08948546,Medium,4.51,8068.35,2856.33,MONIKA DUA,SPL,ALLOY STEEL,9,0,0.8203206
589,UNIVERSAL PRECISION SCREWS,HHS M20X40 GR 10.9 BLACK*,HEX HEAD,300,157.8,Extra Heavy,47.34,8062.32,7923,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,8,0,0.68261577
590,SUNSHINE AGENCIES (INDIA) LLP,CSK M10  x  40 12.9 F/T BLACK *,CSK,1000,24.1,Medium,24.1,8044.21,3680,DEEPALI WALIA,CSK,ALLOY STEEL,9,0,0.829028962
591,ROYAL FASTENERS,SHCS M6  x  20 12.9 F/T BLACK *,SHCS,4000,6.53,Medium,26.12,8004,3920,JYOTI KAWATRA,SHCS,ALLOY STEEL,8,0,0.762481501
592,SUNSHINE AGENCIES (INDIA) LLP,HEX NUT M12X1.75 GR8*,NUT,3200,17.3,Medium,55.36,8003.56,4416,DEEPALI WALIA,NUT,ALLOY STEEL,8,0,0.782932797
593,VISHVA CORPORATION,HEX NUT M8X1.25 GR8*,NUT,10000,5.31,Extra Light,53.1,8001,4500,DEEPALI WALIA,NUT,ALLOY STEEL,8,0,0.574766348
594,VISHVA CORPORATION,HEX NUT M8X1.25 GR8*,NUT,10000,5.31,Extra Light,53.1,8001,4500,DEEPALI WALIA,NUT,ALLOY STEEL,8,0,0.574766348
595,SUNSHINE AGENCIES (INDIA) LLP,CSK M12  x  50 12.9 F/T BLACK *,CSK,500,43,Heavy,21.5,7975.37,3280,DEEPALI WALIA,CSK,ALLOY STEEL,9,0,0.82950457
596,FAIRDEAL ENTERPRISES,HHB M24X150 GR 10.9 BLACK*,HEX HEAD,80,619.25,Extra Heavy,49.54,7927.09,8401.6,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,8,2,0.594815569
597,SANGHVI FASTENERS,HHS M10X40 GR 10.9 BLACK*,HEX HEAD,1375,30.56727273,Heavy,42.03,7905.72,7163.75,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.820180636
598,UNIVERSAL PRECISION SCREWS,HHS M8X35 GR 10.9 BLACK*,HEX HEAD,3000,16.84,Medium,50.52,7870.8,8790,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,8,0,0.784629793
599,MANOJ TRADERS,HHB M24X170 GR 10.9 BLACK*,HEX HEAD,60,689.3333333,Extra Heavy,41.36,7853.36,6960,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,8,2,0.585491683
600,AMBAY TRADING  CO.,SHCS M12X140 12.9 H/T BLACK*,SHCS,200,135,Extra Heavy,27,7838.04,4118,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.734085861
601,S.B. TRADING,SHCS M8  x  40 12.9 H/T BLACK *,SHCS,2000,21.2,Medium,42.4,7797.8,5880,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.812877916
602,MANOJ TRADERS,SHCS 1/2 BSW x 3  H/T BLK *,SHCS,450,84.71111111,Extra Heavy,38.12,7789.54,4765.5,JYOTI KAWATRA,SHCS,STAINLESS STEEL,9,0,0.802928076
603,NAV BHARAT SUPPLY STORE,HHB M10X140 GR 10.9 BLACK*,HEX HEAD,400,91.45,Extra Heavy,36.58,7769.86,5700,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.795229218
604,FAIRDEAL ENTERPRISES,HEX NUT M12X1.75 GR8*,NUT,3200,17.3,Medium,55.36,7752.08,4416,DEEPALI WALIA,NUT,ALLOY STEEL,8,0,0.78306457
605,KAMBOJ TOOLS SYNDICATE,SHCS M24X150 12.9 H/T BLACK*,SHCS,50,651,Extra Heavy,32.55,7750.99,5262.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.591606795
606,KUSHAL FASTNERS,HHS M12X55 GR 10.9 BLACK*,HEX HEAD,800,55.3125,Heavy,44.25,7675.6,7504,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.817508515
607,MANOJ TRADERS,HHS M16X30 GR 10.9 BLACK*,HEX HEAD,500,77.9,Heavy,38.95,7659.69,6860,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,8,0,0.805990972
608,GAUTAM TRADING CO.,SHCS M6  x  60 12.9 H/T BLACK *,SHCS,1000,15.4,Medium,15.4,7591.42,2510,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.827070492
609,DIVIYA ENTERPRISES,SHCS M10X100 12.9 H/T BLACK*,SHCS,400,71.2,Heavy,28.48,7583.17,4344,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.815986583
610,KAMBOJ TOOLS SYNDICATE,SHCS M16X260 12.9 H/T BLACK*,SHCS,30,442,Extra Heavy,13.26,7578.18,2022.3,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.44770539
611,KAMBOJ TOOLS SYNDICATE,SHCS M16X260 12.9 H/T BLACK*,SHCS,30,442,Extra Heavy,13.26,7578.18,2022.3,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.44770539
612,MANOJ TRADERS,HHB M10X60 GR 10.9 BLACK*,HEX HEAD,1000,43.87,Heavy,43.87,7566.02,7230,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.821389605
613,SANDEEP ENGINEERING,SHCS M10X220 12.9 H/T BLACK*,SHCS,100,148.4,Extra Heavy,14.84,7565.4,2263,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.707404488
614,DHANKOT ENGINEERING PRIVATE LIMITED,HEX NUT M8X1.25 GR8*,NUT,10000,5.31,Extra Light,53.1,7560,4500,DEEPALI WALIA,NUT,ALLOY STEEL,8,0,0.574788155
615,BENSONS FASTNERS & PRECESSION ENGG,SHCS M20X65 12.9 F/T BLACK*,SHCS,140,205,Extra Heavy,28.7,7554.28,4639.6,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.566761359
616,TOOLS SOLUTIONS,SHCS M16  x  65 12.9 H/T BLACK *,SHCS,300,129.6666667,Extra Heavy,38.9,7549.51,5949,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.741643573
617,MANOJ TRADERS,SHCS M6  x  50 12.9 H/T BLACK *,SHCS,2000,13.2,Medium,26.4,7537.45,3940,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.814899689
618,NEHAL TOOLS,SHCS M16  x  40 12.9 F/T BLACK *,SHCS,375,91.01333333,Extra Heavy,34.13,7522.99,5205,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.796850529
619,SANDEEP ENGINEERING,HHB 1/2 UNCX 2-1/2 GR S H/T BLACK*,HEX HEAD,600,74.26666667,Heavy,44.56,7486.2,1530,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.810525129
620,SANDEEP ENGINEERING,HHB 1/2 UNCX 2-1/2 GR S H/T BLACK*,HEX HEAD,600,74.26666667,Heavy,44.56,7486.2,1530,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.810525129
621,JAY AMBAY ENTERPRISES,HHB M20X70 GR 10.9 BLACK*,HEX HEAD,200,226.5,Extra Heavy,45.3,7476.49,7290,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.493950672
622,GAUTAM TRADING CO.,HEX NUT M10X1.25 GR8*,NUT,4800,11.6,Medium,55.68,7452.36,4560,JYOTI KAWATRA,NUT,ALLOY STEEL,8,0,0.736133753
623,J.M.D. TRADING CO.,SHCS M10X130 12.9 H/T BLACK*,SHCS,240,90.20833333,Extra Heavy,21.65,7420.36,3302.4,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.79893295
624,M/S VISHAL INDUSTRIAL TRADERS,CSK M6  x  20 12.9 F/T BLACK *,CSK,2600,4.461538462,Extra Light,11.6,7411.73,1794,DEEPALI WALIA,CSK,ALLOY STEEL,9,0,0.79834659
625,S.B. TRADING,SHCS M12  x  35 12.9 F/T BLACK *,SHCS,750,42.90666667,Heavy,32.18,7384.26,4447.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.829505875
626,KAMBOJ TOOLS SYNDICATE,SHCS M16  x  200 12.9 H/T BLACK *,SHCS,50,357.6,Extra Heavy,17.88,7376.81,2638.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.161318539
627,SAPANI FASTENERS,HHB M20X240 GR 10.9 BLACK*,HEX HEAD,48,631.6666667,Extra Heavy,30.32,7376.6,4522.56,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,2,0.593085286
628,ROYAL FASTENERS,HEX NUT M12X1.75 GR8*,NUT,3200,17.3,Medium,55.36,7324.8,4416,JYOTI KAWATRA,NUT,ALLOY STEEL,8,0,0.783252721
629,SANDEEP ENGINEERING,HEX NUT M12X1.75 GR8*,NUT,3200,17.3,Medium,55.36,7324.8,4416,JYOTI KAWATRA,NUT,ALLOY STEEL,8,0,0.783252721
630,SANDEEP ENGINEERING,HEX NUT M12X1.75 GR8*,NUT,3200,17.3,Medium,55.36,7324.8,4416,JYOTI KAWATRA,NUT,ALLOY STEEL,8,0,0.783252721
631,JINDAL PRECISION FASTENERS,HEX NUT M10X1.25 GR8*,NUT,4800,11.6,Medium,55.68,7276.32,4560,JYOTI KAWATRA,NUT,ALLOY STEEL,8,0,0.736168204
632,UNIVERSAL PRECISION SCREWS,HEX NUT M42X4.5 GR10*,NUT,57,611.0526316,Extra Heavy,34.83,7266.59,4493.31,DEEPALI WALIA,NUT,ALLOY STEEL,9,2,0.593402934
633,SANDEEP ENGINEERING,SHCS M30  x 70 12.9 F/T BLK *,SHCS,50,669,Extra Heavy,33.45,7255.05,5684,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.588631362
634,GREENTECH INDUSTRIES INDIA PVT LTD,SOCKET PLUG M12 X 1.5 -6h ZTVWP *,SPL,400,10.1,Medium,4.04,7220,2556,MONIKA DUA,SPL,ALLOY STEEL,9,0,0.821207206
635,ROYAL FASTENERS,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,4000,5.75,Extra Light,23,7188,3760,JYOTI KAWATRA,SHCS,ALLOY STEEL,8,0,0.762632005
636,SANDEEP ENGINEERING,HHB M16X75 GR 10.9 BLACK*,HEX HEAD,320,144.8125,Extra Heavy,46.34,7186.56,7600,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.710544855
637,M Y ENTERPRISES,SHCS M16  x  60 12.9 F/T BLACK *,SHCS,300,122,Extra Heavy,36.6,7163.09,5583,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.755269042
638,HI TECH ENTERPRISE,HHB 1/2 UNCX 2-1/2 GR S H/T BLACK*,HEX HEAD,525,74.26666667,Heavy,38.99,7157.43,1338.75,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.812091209
639,M/S RAJESH ENTERPRISES,SHCS M16X35 12.9 F/T BLACK*,SHCS,375,84.4,Extra Heavy,31.65,7156.12,4826.25,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.804598832
640,MANOJ TRADERS,SHCS M5  x  40 12.9 H/T BLACK *,SHCS,3000,7.09,Medium,21.27,7124.7,3450,JYOTI KAWATRA,SHCS,ALLOY STEEL,8,0,0.790757236
641,SHRI BALAJI HARDWARE,SHCS M5X16 12.9 F/T BLACK*,SHCS,5000,3.45,Extra Light,17.25,7118.72,2800,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.731626312
642,KAMBOJ TOOLS SYNDICATE,SHCS M20  x  100 12.9 H/T BLACK *,SHCS,100,291,Extra Heavy,29.1,7102.77,4707,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.22202936
643,M/S RAJESH ENTERPRISES,HHS M16X30 GR 10.9 BLACK*,HEX HEAD,500,77.9,Heavy,38.95,7101,6860,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.806513318
644,MANOJ TRADERS,SHCS M6  x  100 12.9 H/T BLACK *,SHCS,600,24.2,Medium,14.52,7080.88,2364,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.83047616
645,SANDEEP ENGINEERING,HHB M20X70 GR 10.9 BLACK*,HEX HEAD,200,226.5,Extra Heavy,45.3,7064.4,7290,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.49413594
646,VISHVA CORPORATION,SHCS M16  x  90 12.9 H/T BLACK *,SHCS,210,170,Extra Heavy,35.7,7035.55,5445.3,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.660399423
647,KAMBOJ TOOLS SYNDICATE,SHCS M24X110 12.9 H/T BLACK*,SHCS,60,507,Extra Heavy,30.42,7025.41,4918.2,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.546868369
648,ARCHANA SALES CORPORATION,SHCS M8X100 12.9 H/T BLACK*,SHCS,500,45,Heavy,22.5,6996.89,3000,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.830751051
649,S.B. TRADING,SHCS 3/8 BSW x 1  F/T BLK *,SHCS,1600,20.68125,Medium,33.09,6985,5040,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.822365503
650,KAMBOJ TOOLS SYNDICATE,SHCS M24X140 12.9 H/T BLACK*,SHCS,48,615,Extra Heavy,29.52,6984.5,4772.64,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.593474423
651,MANOJ TRADERS,CSK M12X70 12.9 F/T BLACK*,CSK,300,62.9,Heavy,18.87,6978.97,2877,JYOTI KAWATRA,CSK,ALLOY STEEL,9,0,0.822203155
652,HI TECH ENTERPRISE,HHB M27X260 GR 10.9 BLACK*,HEX HEAD,16,1287.5,Extra Heavy,20.6,6977.58,4056.32,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.389993252
653,SUNRISE FASTENERS,SHCS 5/8 BSW x 6  H/T BLK *,SHCS,120,260.5833333,Extra Heavy,31.27,6959.52,4767.6,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.366105447
654,POOJA LOGISTICS,CSK M6X30 12.9 F/T BLACK*,CSK,1800,6.222222222,Extra Light,11.2,6956.57,1998,DEEPALI WALIA,CSK,ALLOY STEEL,9,0,0.815318355
655,J.M.D. TRADING CO.,SHCS M10  x  140 12.9 H/T BLACK *,SHCS,200,96.6,Extra Heavy,19.32,6900.54,2946,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.791986249
656,GAUTAM TRADING CO.,SHCS M12  x  80 12.9 H/T BLACK *,SHCS,400,80.2,Heavy,32.08,6878.32,4896,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.808698593
657,SUNSHINE AGENCIES (INDIA) LLP,CSK M10X60 12.9 F/T BLACK*,CSK,500,36.4,Heavy,18.2,6862.49,2775,DEEPALI WALIA,CSK,ALLOY STEEL,9,0,0.831970819
658,SANDEEP ENGINEERING,HHS M16X50 GR 10.9 BLACK*,HEX HEAD,420,104.0714286,Extra Heavy,43.71,6853.14,7379.4,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.777076592
659,GAUTAM TRADING CO.,SHCS M16  x  140 12.9 H/T BLACK *,SHCS,125,250,Extra Heavy,31.25,6840.93,4766.25,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.410026806
660,SANGHVI ENTERPRISES,SHCS M20X85 12.9 H/T BLACK*,SHCS,100,256.5,Extra Heavy,25.65,6826.11,4148,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.383931797
661,AMBAY TRADING  CO.,SHCS 3/8 BSW x 1  F/T BLK *,SHCS,1600,20.68125,Medium,33.09,6824.96,5040,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.822501021
662,KAMBOJ TOOLS SYNDICATE,SHCS M20X240 12.9 H/T BLACK*,SHCS,24,615.8333333,Extra Heavy,14.78,6823.54,2390.16,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.589021852
663,VENKATESWARA TRADING COPORATION,SHCS M24X110 12.9 H/T BLACK*,SHCS,60,507,Extra Heavy,30.42,6804.66,4918.2,DEEPALI WALIA,SHCS,ALLOY STEEL,9,2,0.546787383
664,BENSONS FASTNERS & PRECESSION ENGG,SHCS M8X100 12.9 H/T BLACK*,SHCS,500,45,Heavy,22.5,6777.04,3000,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.831056768
665,MANOJ TRADERS,SHCS M8X100 12.9 H/T BLACK*,SHCS,500,45,Heavy,22.5,6777.04,3000,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.831056768
666,BENSONS FASTNERS & PRECESSION ENGG,HHB M16X130 GR 10.9 BLACK*,HEX HEAD,150,228.6666667,Extra Heavy,34.3,6760.84,5422.5,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.489555592
667,UNIVERSAL PRECISION SCREWS,HHB M16X80 GR 10.9 BLACK*,HEX HEAD,280,152.5714286,Extra Heavy,42.72,6735.34,6972,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.696806136
668,JINDAL PRECISION FASTENERS,SHCS 3/8 BSW x 3 1/2  H/T BLK *,SHCS,500,55.08,Heavy,27.54,6723.9,4200,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.826962761
669,MS FITWELL BHUBANESHWAR,HHB M27X110 GR 10.9 BLACK*,HEX HEAD,40,637.75,Extra Heavy,25.51,6719.06,5282.4,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.592268063
670,INDUSTRIAL AND AUTO HARDWARE,HHB M16X150 GR 10.9 BLACK*,HEX HEAD,125,259.76,Extra Heavy,32.47,6710.48,5092.5,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.369470648
671,MS FITWELL BHUBANESHWAR,HHB M24X220 GR 10.9 BLACK*,HEX HEAD,30,857.3333333,Extra Heavy,25.72,6706.74,4269.3,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.533590389
672,AMBAY TRADING  CO.,SHCS M16  x  55 12.9 F/T BLACK *,SHCS,300,113.4333333,Extra Heavy,34.03,6704.37,5217,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.769226905
673,SUNSHINE AGENCIES (INDIA) LLP,SHCS M20X65 12.9 F/T BLACK*,SHCS,120,205,Extra Heavy,24.6,6685.15,3976.8,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.567455805
674,AMBAY TRADING  CO.,SHCS 5/8 BSW x 2  F/T BLK *,SHCS,300,102.4,Extra Heavy,30.72,6683.91,4686,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.784974532
675,NAV BHARAT SUPPLY STORE,HEX NUT M33X3.5 GR10*,NUT,100,302.7,Extra Heavy,30.27,6677.02,3905,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.159387275
676,HI TECH ENTERPRISE,HHS M18X60 GR 10.9 BLACK*,HEX HEAD,200,154,Extra Heavy,30.8,6655,3810,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.697740934
677,AHIRWAL TRADING & MILL STORE,SHCS M10  x  90 12.9 H/T BLACK *,SHCS,400,64.9,Heavy,25.96,6654.8,3960,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.821737417
678,MANOJ TRADERS,CSK M10X60 12.9 F/T BLACK*,CSK,500,36.4,Heavy,18.2,6646.86,2775,JYOTI KAWATRA,CSK,ALLOY STEEL,9,0,0.832284462
679,KAMBOJ TOOLS SYNDICATE,SHCS M24  x  100 12.9 H/T BLACK *,SHCS,60,491.6666667,Extra Heavy,29.5,6642.87,4569,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.530797836
680,MANOJ TRADERS,HHB M10X50 GR 10.9 BLACK*,HEX HEAD,1000,37.84,Heavy,37.84,6619.87,6340,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.826472995
681,GAUTAM TRADING CO.,SHCS M8  x  30 12.9 F/T BLACK *,SHCS,2000,16.9,Medium,33.8,6616.7,5320,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.814995291
682,SUNRISE FASTENERS,SHCS 3/8 BSW x 1  F/T BLK *,SHCS,1600,20.68125,Medium,33.09,6604.8,5040,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.82267073
683,KAMBOJ TOOLS SYNDICATE,SHCS M20  x  55 12.9 F/T BLACK *,SHCS,120,183,Extra Heavy,21.96,6575.41,3550.8,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.629203172
684,KAMBOJ TOOLS SYNDICATE,SHCS M6  x  20 12.9 F/T BLACK *,SHCS,3000,6.53,Medium,19.59,6559.28,2940,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.790724707
685,M/S WELDOLLOYS,HHB M16X100 GR 10.9 BLACK*,HEX HEAD,210,183.6190476,Extra Heavy,38.56,6558.2,6192.9,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.625630484
686,M/S WELDOLLOYS,HHB M16X100 GR 10.9 BLACK*,HEX HEAD,210,183.6190476,Extra Heavy,38.56,6558.2,6192.9,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.625630484
687,INDIAN TRADING CORPORATION,SHCS M5X25 12.9 F/T BLACK*,SHCS,4000,4.78,Extra Light,19.12,6540.5,2880,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.762389245
688,KAMBOJ TOOLS SYNDICATE,SHCS M24  x  130 12.9 H/T BLACK *,SHCS,48,578.9583333,Extra Heavy,27.79,6531.51,4493.28,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.586889624
689,SANGHVI ENTERPRISES,SHCS M10  x  75 12.9 H/T BLACK *,SHCS,600,55.3,Heavy,33.18,6516.01,5058,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.825671043
690,SHREE KRISHNA ENTERPRISES,HHS M8X40 GR 10.9 BLACK*,HEX HEAD,2000,18.4,Medium,36.8,6502.4,6340,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.813619614
691,SUNRISE FASTENERS,HHS M6X20 GR 10.9 BLACK*,HEX HEAD,4000,6.08,Extra Light,24.32,6492,4600,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,8,0,0.762738472
692,SANDEEP ENGINEERING,HHS M16X140 GR 10.9 BLACK*,HEX HEAD,150,221.8666667,Extra Heavy,33.28,6475.5,4290,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.513667178
693,AHIRWAL TRADING & MILL STORE,SHCS M16  x  45 12.9 F/T BLACK *,SHCS,300,97.66666667,Extra Heavy,29.3,6473.19,4464,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.791211958
694,SAPANI FASTENERS,HHB M20X75 GR 10.9 BLACK*,HEX HEAD,150,238.6,Extra Heavy,35.79,6423.57,5727,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.453422462
695,UNIVERSAL PRECISION SCREWS,HHB M12X70 GR 10.9 BLACK*,HEX HEAD,600,71.73333333,Heavy,43.04,6404.16,7098,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.810481417
696,KAMBOJ TOOLS SYNDICATE,SHCS M20  x  50 12.9 F/T BLACK *,SHCS,120,172,Extra Heavy,20.64,6388.17,3337.2,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.656851746
697,MANOJ TRADERS,SHCS M6  x  40 12.9 H/T BLACK *,SHCS,2000,11,Medium,22,6388.1,3320,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.81536097
698,INDIAN TRADING CORPORATION,SHCS M6  x  40 12.9 H/T BLACK *,SHCS,2000,11,Medium,22,6388.1,3320,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.81536097
699,GAUTAM TRADING CO.,SHCS M20X90 12.9 H/T BLACK*,SHCS,100,266,Extra Heavy,26.6,6382.38,4301,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.343195849
700,BENSONS FASTNERS & PRECESSION ENGG,SHCS M20X90 12.9 H/T BLACK*,SHCS,100,266,Extra Heavy,26.6,6382.38,4301,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.343195849
701,ARCHANA SALES CORPORATION,SHCS M8  x  16 12.9 F/T BLACK *,SHCS,2400,12.1,Medium,29.04,6380.3,4584,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.80669375
702,SAPANI FASTENERS,SHCS M24X70 12.9 F/T BLACK*,SHCS,80,363,Extra Heavy,29.04,6364.32,4695.2,DEEPALI WALIA,SHCS,ALLOY STEEL,9,2,0.192293256
703,GAUTAM TRADING CO.,SHCS M6  x  10 12.9 F/T BLACK *,SHCS,3000,4.7,Extra Light,14.1,6353.17,2280,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.789684402
704,KAMBOJ TOOLS SYNDICATE,HEX NUT M16X2 GR10*,NUT,1000,33.3,Heavy,33.3,6336.37,3730,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.831198382
705,S.B. TRADING,SHCS M24  x  130 12.9 H/T BLACK *,SHCS,48,578.9583333,Extra Heavy,27.79,6326.12,4493.28,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.58679035
706,AMBAY TRADING  CO.,SHCS M16  x  45 12.9 F/T BLACK *,SHCS,300,97.66666667,Extra Heavy,29.3,6320.28,4464,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.791318341
707,SAPANI FASTENERS,HHB M16X90 GR 10.9 BLACK*,HEX HEAD,210,168.0952381,Extra Heavy,35.3,6317.95,5709.9,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.665013963
708,SAPANI FASTENERS,HHB M16X90 GR 10.9 BLACK*,HEX HEAD,210,168.0952381,Extra Heavy,35.3,6317.95,5709.9,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.665013963
709,SANGHVI ENTERPRISES,SHCS M20  x  80 12.9 H/T BLACK *,SHCS,100,273,Extra Heavy,27.3,6316.38,3896,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.311639406
710,MAHESH ENGINEERING CORPORATION,HHB M20X170 GR 10.9 BLACK*,HEX HEAD,60,466.8333333,Extra Heavy,28.01,6313.03,4243.8,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,2,0.497352178
711,V.S ENTERPRISES,SHCS M16X170 12.9 H/T BLACK*,SHCS,50,298,Extra Heavy,14.9,6312.99,2272.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.187693087
712,KAMBOJ TOOLS SYNDICATE,SHCS M24  x  90 12.9 H/T BLACK *,SHCS,60,455.5,Extra Heavy,27.33,6299.07,4220.4,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.478873011
713,ROYAL FASTENERS,SHCS M6  x  55 12.9 H/T BLACK *,SHCS,1623,14.30067776,Medium,23.21,6295.62,3489.45,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.822713046
